Time,RTT
6.44949,0.0338524
6.4506,0.0338709
6.45061,0.033762
6.45185,0.0337917
6.45186,0.0336928
6.45298,0.0337312
6.45299,0.0336398
6.4541,0.0338098
6.45411,0.0338336
6.45523,0.0339794
6.45524,0.033857
6.45635,0.0338748
6.45636,0.0337655
6.45748,0.0337948
6.45749,0.0336954
6.4586,0.0337335
6.45861,0.0336418
6.45985,0.0336866
6.45986,0.0336008
6.46098,0.0336507
6.46099,0.0335693
6.4621,0.0337482
6.46211,0.0337797
6.46323,0.0339322
6.46324,0.0338157
6.46435,0.0338387
6.46436,0.0337339
6.4656,0.0337671
6.46561,0.0336712
6.46673,0.0337123
6.46674,0.0336233
6.46785,0.0336704
6.46786,0.0335866
6.46898,0.0336383
6.46899,0.0335585
6.4701,0.0337387
6.47011,0.0337713
6.47123,0.0339249
6.47124,0.0338093
6.47235,0.0338331
6.47236,0.033729
6.4736,0.0337629
6.47361,0.0336675
6.47473,0.0337091
6.47474,0.0336204
6.47585,0.0336679
6.47586,0.0335844
6.47698,0.0336363
6.47699,0.0335568
6.4781,0.0337372
6.47811,0.0337701
6.47923,0.0339238
6.47924,0.0338083
6.48035,0.0338323
6.48036,0.0337282
6.4816,0.0337622
6.48161,0.0336669
6.48273,0.0337086
6.48274,0.03362
6.48385,0.0336675
6.48386,0.0335841
6.48498,0.0336361
6.48499,0.0335565
6.4861,0.033737
6.48611,0.0337699
6.48723,0.0339236
6.48724,0.0338082
6.48848,0.0338321
6.48849,0.0337281
6.4896,0.0337621
6.48961,0.0336668
6.49073,0.0337085
6.49074,0.0336199
6.49185,0.0336674
6.49186,0.033584
6.49298,0.033636
6.49299,0.0335565
6.4941,0.0337369
6.49411,0.0337698
6.49523,0.0339236
6.49524,0.0338081
6.49648,0.0338321
6.49649,0.0337281
6.4976,0.0337621
6.49761,0.0336668
6.49873,0.0337085
6.49874,0.0336199
6.49985,0.0336674
6.49986,0.033584
6.50098,0.033636
6.50099,0.0335565
6.5021,0.0337369
6.50211,0.0337698
6.50335,0.0339236
6.50336,0.0338081
6.50448,0.0338321
6.50449,0.0337281
6.5056,0.0337621
6.50561,0.0336668
6.50673,0.0337085
6.50674,0.0336199
6.50785,0.0336674
6.50786,0.033584
6.50898,0.033636
6.50899,0.0335565
6.5101,0.0337369
6.51011,0.0337698
6.51135,0.0339236
6.51136,0.0338081
6.51248,0.0338321
6.51249,0.0337281
6.5136,0.0337621
6.51361,0.0336668
6.51473,0.0337085
6.51474,0.0336199
6.51585,0.0336674
6.51586,0.033709
6.51698,0.0337454
6.51699,0.0337772
6.51823,0.0339301
6.51824,0.0340638
6.51935,0.0341808
6.51936,0.0342832
6.52048,0.0342478
6.52049,0.0342168
6.5216,0.0341897
6.52161,0.034166
6.52273,0.0341453
6.52274,0.0341271
6.52385,0.0341112
6.52386,0.0340973
6.52498,0.0340851
6.52499,0.0340745
6.52623,0.0341902
6.52624,0.0342914
6.52735,0.03438
6.52736,0.0344575
6.52848,0.0344003
6.52849,0.0343503
6.5296,0.0343065
6.52961,0.0342682
6.53073,0.0342346
6.53074,0.0342053
6.53185,0.0341797
6.53186,0.0341572
6.5331,0.0342625
6.53311,0.0343547
6.53423,0.0344354
6.53424,0.034506
6.53535,0.0345677
6.53536,0.0346217
6.53648,0.034544
6.53649,0.034476
6.5376,0.0344165
6.53761,0.0343645
6.53873,0.0343189
6.53874,0.034279
6.53985,0.0342442
6.53986,0.0342136
6.5411,0.0343119
6.54111,0.0343979
6.54223,0.0344732
6.54224,0.034539
6.54335,0.0345967
6.54336,0.0346471
6.54448,0.0345662
6.54449,0.0344954
6.5456,0.0344335
6.54561,0.0343793
6.54673,0.0343319
6.54674,0.0342904
6.54798,0.0342541
6.54799,0.0342223
6.5491,0.0343195
6.54911,0.0344046
6.55023,0.034479
6.55024,0.0345441
6.55135,0.0346011
6.55136,0.034651
6.55248,0.0345696
6.55249,0.0344984
6.5536,0.0344361
6.55361,0.0343816
6.55498,0.0343339
6.55499,0.0342922
6.55598,0.0342556
6.55599,0.0342237
6.5571,0.0343207
6.55711,0.0344056
6.55823,0.0344799
6.55824,0.0345449
6.55935,0.0346018
6.55936,0.0346516
6.56048,0.0345701
6.56049,0.0344989
6.5616,0.0344365
6.56161,0.0343819
6.56285,0.0343342
6.56286,0.0342924
6.56398,0.0342559
6.56399,0.0342239
6.5651,0.0343209
6.56511,0.0344058
6.56623,0.0344801
6.56624,0.0345451
6.56735,0.0344769
6.56736,0.0344173
