% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
9.17987	1	0	0	1	918	0	1	1	4	13	1	0	28	1997
9.18025	1	0	0	1	918	0	4	1	4	15	1	0	28	1997
9.1805	1	0	0	1	918	0	6	1	4	14	1	0	28	1997
9.18075	1	0	0	1	918	1	0	1	4	13	1	0	28	1997
9.181	1	0	0	1	918	1	2	1	4	15	1	0	28	1997
9.18137	1	0	0	1	918	1	5	1	4	14	1	0	28	1997
9.18163	1	0	0	1	918	1	7	1	4	15	1	0	28	1997
9.18187	1	0	0	1	918	2	1	1	4	13	1	0	28	1997
9.18225	1	0	0	1	918	2	4	1	4	15	1	0	28	1997
9.1825	1	0	0	1	918	2	6	1	4	14	1	0	28	1997
9.18275	1	0	0	1	918	3	0	1	4	13	1	0	28	1997
9.183	1	0	0	1	918	3	2	1	4	15	1	0	28	1997
9.18337	1	0	0	1	918	3	5	1	4	14	1	0	28	1997
9.18362	1	0	0	1	918	3	7	1	4	15	1	0	28	1997
9.18388	1	0	0	1	918	4	1	1	4	13	1	0	28	1997
9.18425	1	0	0	1	918	4	4	1	4	15	1	0	28	1997
9.1845	1	0	0	1	918	4	6	1	4	14	1	0	28	1997
9.18475	1	0	0	1	918	5	0	1	4	13	1	0	28	1997
9.185	1	0	0	1	918	5	2	1	4	15	1	0	28	1997
9.18538	1	0	0	1	918	5	5	1	4	14	1	0	28	1997
9.18562	1	0	0	1	918	5	7	1	4	15	1	0	28	1997
9.18587	1	0	0	1	918	6	1	1	4	13	1	0	28	1997
9.18625	1	0	0	1	918	6	4	1	4	15	1	0	28	1997
9.1865	1	0	0	1	918	6	6	1	4	14	1	0	28	1997
9.18675	1	0	0	1	918	7	0	1	4	13	1	0	28	1997
9.187	1	0	0	1	918	7	2	1	4	15	1	0	28	1997
9.18737	1	0	0	1	918	7	5	1	4	14	1	0	28	1997
9.18763	1	0	0	1	918	7	7	1	4	15	1	0	28	1997
9.18788	1	0	0	1	918	8	1	1	4	13	1	0	28	1997
9.18825	1	0	0	1	918	8	4	1	4	15	1	0	28	1997
9.1885	1	0	0	1	918	8	6	1	4	14	1	0	28	1997
9.18875	1	0	0	1	918	9	0	1	4	13	1	0	28	1997
9.189	1	0	0	1	918	9	2	1	4	15	1	0	28	1997
9.18938	1	0	0	1	918	9	5	1	4	14	1	0	28	1997
9.18962	1	0	0	1	918	9	7	1	4	15	1	0	28	1997
9.18988	1	0	0	1	919	0	1	1	4	13	1	0	28	1997
9.19025	1	0	0	1	919	0	4	1	4	15	1	0	28	1997
9.1905	1	0	0	1	919	0	6	1	4	14	1	0	28	1997
9.19075	1	0	0	1	919	1	0	1	4	13	1	0	28	1997
9.19112	1	0	0	1	919	1	3	1	4	15	1	0	28	1997
9.19138	1	0	0	1	919	1	5	1	4	14	1	0	28	1997
9.19163	1	0	0	1	919	1	7	1	4	13	1	0	28	1997
9.19187	1	0	0	1	919	2	1	1	4	15	1	0	28	1997
9.19225	1	0	0	1	919	2	4	1	4	14	1	0	28	1997
